"","street","zipcode","City","price","PublishedDate","buildKind","ConstructionYear","LivingArea","LotArea","Volume","Rooms","Bedrooms","Bathrooms","EnergyLable","Garden","GardenArea","Depth","Width","GardenAim","Storage","ExStor_TOT","PricePerM2","CityAmersfoort","CityAmsterdam","CityDen.Bosch","CityDen.Haag","CityEindhoven","CityGroningen","CityHaarlem","CityMiddelburg","CityRotterdam","CityTilburg","CityUtrecht","CityZwolle","buildKindBestaande.bouw","buildKindNieuwbouw","EnergyLableA","EnergyLableB","EnergyLableC","EnergyLableD","EnergyLableE","EnergyLableF","EnergyLableG","Gardengarden","Gardenpatio","Gardenterras.balkon","GardenAimEast","GardenAimNorth","GardenAimOther","GardenAimSouth","GardenAimWest","Storageindoor","Storageoutdoor","Total_reported","Hospital_admission","Deceased"
"1","Morgenroodstraat 30","5641 HD","Eindhoven",315000,2021-05-12,"Bestaande bouw","1972",90,132,349,4,3,1,"C","garden",50,9,5.5,"West","outdoor",37,3500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,104,0,0
"2","Korianderstraat 2","1104 HR","Amsterdam",4e+05,2021-05-13,"Bestaande bouw","2010",109,153,399,4,3,1,"A","garden",52,10.3,6.1,"North","outdoor",7,3669.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,114,0,1
"3","Korianderstraat 2","1104 HR","Amsterdam",4e+05,2021-05-13,"Bestaande bouw","2010",109,153,399,4,3,1,"A","garden",52,10.3,6.1,"North","outdoor",7,3669.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,59,0,0
"4","Pesetalaan 51","1060 SC","Amsterdam",435000,2021-05-12,"Bestaande bouw","1998",101,97,341,4,3,1,"A","garden",47,10.2,4.57,"South","outdoor",5,4306.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,181,2,2
"5","Pesetalaan 51","1060 SC","Amsterdam",435000,2021-05-12,"Bestaande bouw","1998",101,97,341,4,3,1,"A","garden",47,10.2,4.57,"South","outdoor",5,4306.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,97,3,0
"6","Termietergouw 6 A","1027 AD","Amsterdam",950000,2021-05-12,"Bestaande bouw","2006",128,470,445,5,4,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",33,7421.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,2,2
"7","Termietergouw 6 A","1027 AD","Amsterdam",950000,2021-05-12,"Bestaande bouw","2006",128,470,445,5,4,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",33,7421.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,3,0
"8","Kelbergen 156","1104 LH","Amsterdam",325000,2021-05-12,"Bestaande bouw","1972",92,136,305,4,3,1,"C","garden",47,10.5,4.5,"South","outdoor",8,3532.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,181,2,2
"9","Kelbergen 156","1104 LH","Amsterdam",325000,2021-05-12,"Bestaande bouw","1972",92,136,305,4,3,1,"C","garden",47,10.5,4.5,"South","outdoor",8,3532.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,97,3,0
"10","Oscar Wildestraat 39","9746 AR","Groningen",375000,2021-05-12,"Bestaande bouw","1996",139,213,479,4,3,1,"B","garden",80,8,10,"South","indoor",11,2697.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,61,0,0
"11","Lepelaar 9","9728 XC","Groningen",475000,2021-05-11,"Bestaande bouw","2000",141,192,474,5,4,1,"A","garden",103,15.2,6.8,"South","outdoor",36,3368.8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,53,1,0
"12","Vioolstraat 39","5642 TC","Eindhoven",430000,2021-05-11,"Bestaande bouw","2010",122,154,448,5,4,1,"A","garden",0,0,0,"NoGarden","outdoor",10,3524.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,70,6,0
"13","Slatuinenweg 21","1057 KA","Amsterdam",650000,2021-05-11,"Bestaande bouw","1999",77,93,265,3,2,1,"B","garden",27,6,4.5,"West","outdoor",0,8441.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,142,2,1
"14","Slatuinenweg 21","1057 KA","Amsterdam",650000,2021-05-11,"Bestaande bouw","1999",77,93,265,3,2,1,"B","garden",27,6,4.5,"West","outdoor",0,8441.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,2,1
"15","Damespolder 21","3825 LA","Amersfoort",575000,2021-05-12,"Bestaande bouw","2005",141,250,500,6,5,1,"A","garden",79,10.5,7.5,"North","outdoor",18,4078,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,33,1,0
"16","Uffizilaan 43","1064 WJ","Amsterdam",675000,2021-05-11,"Bestaande bouw","1997",157,140,540,5,4,1,"A","garden",50,10,5,"West","outdoor",12,4299.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,142,2,1
"17","Uffizilaan 43","1064 WJ","Amsterdam",675000,2021-05-11,"Bestaande bouw","1997",157,140,540,5,4,1,"A","garden",50,10,5,"West","outdoor",12,4299.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,90,2,1
"18","Thomas à Kempislaan 50","5643 NV","Eindhoven",350000,2021-05-11,"Bestaande bouw","1953",96,145,411,5,3,1,"E","garden",66,11,6,"North","outdoor",25,3645.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,70,6,0
"19","Mesdagstraat 2","5613 GM","Eindhoven",4e+05,2021-05-12,"Bestaande bouw","2009",128,114,475,4,3,1,"A","garden",39,7,5.5,"South","outdoor",10,3125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,104,0,0
"20","Paulus Potterstraat 5","5613 KR","Eindhoven",429500,2021-05-11,"Bestaande bouw","1936",137,138,450,6,5,2,"B","garden",61,11,5.5,"East","outdoor",9,3135,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,70,6,0
"21","Johanna Westerdijk-serre 3","3823 DN","Amersfoort",359000,2021-05-12,"Bestaande bouw","1995",123,133,395,5,3,1,"B","garden",65,13,5,"South","outdoor",4,2918.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,33,1,0
"22","Leilat 79","3829 ET","Amersfoort",395000,2021-05-13,"Bestaande bouw","2009",106,112,390,5,3,1,"A","garden",51,10,5.1,"South","outdoor",20,3726.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,46,0,0
"23","Prunusstraat 128","9741 LH","Groningen",250000,2021-05-11,"Bestaande bouw","1965",103,120,321,5,4,1,"B","garden",65,12,5.4,"South","outdoor",7,2427.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,53,1,0
"24","Markenhaven 27","3826 AC","Amersfoort",450000,2021-05-12,"Bestaande bouw","2008",133,119,490,5,4,1,"A","garden",41,7.5,5.4,"North","outdoor",21,3383.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,33,1,0
"25","Hippocrateslaan 10","9728 HH","Groningen",239000,2021-05-11,"Bestaande bouw","1960",93,148,360,4,3,1,"E","garden",88,15.5,5.7,"South","outdoor",24,2569.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,53,1,0
"26","De Waard 71","9734 CV","Groningen",325000,2021-05-10,"Bestaande bouw","1997",118,151,365,5,4,1,"B","garden",36,5.96,6,"South","outdoor",8,2754.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,41,0,0
"27","Geepstraat 18","3192 AC","Rotterdam",205000,2021-05-11,"Bestaande bouw","1959",70,110,234,3,2,1,"C","garden",50,11,4.5,"South","outdoor",6,2928.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,225,8,4
"28","Hectorstraat 16","3054 PC","Rotterdam",539000,2021-05-10,"Bestaande bouw","2007",146,126,485,5,3,1,"A","garden",58,11.5,5,"West","outdoor",22,3691.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,243,4,1
"29","Slangenburg 7","5655 EX","Eindhoven",335000,2021-05-11,"Bestaande bouw","1978",124,133,441,5,4,1,"D","garden",66,11,6,"South","outdoor",7,2701.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,70,6,0
"30","Kuiperbergstraat 32","5628 DK","Eindhoven",375000,2021-05-11,"Bestaande bouw","1975",140,161,461,5,4,1,"B","garden",77,11,7,"North","outdoor",19,2678.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,70,6,0
"31","Zwarteweg 35","9717 HP","Groningen",350000,2021-05-11,"Bestaande bouw","1889",90,94,300,4,2,1,"D","garden",35,8.8,4,"North","outdoor",0,3888.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,53,1,0
"32","Forel 424","3824 LL","Amersfoort",330000,2021-05-07,"Bestaande bouw","2002",127,72,471,5,3,1,"A","terras/balkon",0,0,0,"NoGarden","indoor",38,2598.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,42,0,1
"33","Jakob Niewegpad 18","3812 GW","Amersfoort",389000,2021-05-08,"Bestaande bouw","2010",96,34,345,5,3,1,"A","terras/balkon",15,3.49,4.4,"Other","indoor",15,4052.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,46,1,0
"34","Carel Willinkstraat 45","5645 LH","Eindhoven",6e+05,2021-05-08,"Bestaande bouw","2003",165,245,589,4,3,1,"B","garden",98,9.75,10,"South","indoor",26,3636.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,96,2,2
"35","Copernicuslaan 7","3045 BD","Rotterdam",1175000,2021-05-07,"Bestaande bouw","2009",208,544,849,7,6,2,"A","garden",0,0,0,"NoGarden","outdoor",30,5649,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,336,6,1
"36","Top Rinckerstraat 13","1067 PW","Amsterdam",450000,2021-05-07,"Bestaande bouw","2011",134,120,462,5,4,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",7,3358.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0
"37","Top Rinckerstraat 13","1067 PW","Amsterdam",450000,2021-05-07,"Bestaande bouw","2011",134,120,462,5,4,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",7,3358.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144,0,0
"38","Lassusstraat 24","5654 LL","Eindhoven",275000,2021-05-07,"Bestaande bouw","1948",78,141,306,4,3,1,"E","garden",75,15,5,"North","outdoor",13,3525.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,117,1,0
"39","Zandgroeve 4","5658 CE","Eindhoven",775000,2021-05-07,"Bestaande bouw","2007",176,381,706,6,5,1,"A","garden",211,13.6,15.5,"South","outdoor",67,4403.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,117,1,0
"40","Kees Schererhof 15","1087 NG","Amsterdam",975000,2021-05-07,"Bestaande bouw","2013",183,220,667,5,4,2,"A","garden",77,8.7,8.84,"South","outdoor",7,5327.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,215,0,0
"41","Kees Schererhof 15","1087 NG","Amsterdam",975000,2021-05-07,"Bestaande bouw","2013",183,220,667,5,4,2,"A","garden",77,8.7,8.84,"South","outdoor",7,5327.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,144,0,0
"42","Everard Meysterweg 42","3817 HE","Amersfoort",495000,2021-05-08,"Bestaande bouw","1932",117,153,381,5,4,1,"C","garden",38,10.5,5.9,"South","outdoor",19,4230.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,46,1,0
"43","Baristraat 25","5632 TH","Eindhoven",350000,2021-05-07,"Bestaande bouw","1973",126,153,434,5,4,1,"C","garden",60,10,6,"West","outdoor",31,2777.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,117,1,0
"44","Dolomietstraat 52","9743 VD","Groningen",399500,2021-05-08,"Bestaande bouw","2008",161,147,544,7,5,1,"A","garden",72,12,6,"South","outdoor",13,2481.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,38,0,0
"45","Spieringstraat 63","3192 AN","Rotterdam",2e+05,2021-05-07,"Bestaande bouw","1959",69,105,300,3,2,1,"D","garden",43,10,4.3,"South","outdoor",6,2898.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,336,6,1
"46","Hoogvlietsekerksingel 432","3194 NE","Rotterdam",350000,2021-05-08,"Bestaande bouw","1998",126,193,428,5,3,1,"B","garden",68,9,7.5,"North","outdoor",10,2777.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,304,8,1
"47","Ravensdonk 35","5653 KR","Eindhoven",419000,2021-05-08,"Bestaande bouw","1976",147,231,551,5,4,2,"B","garden",88,14,6.25,"South","outdoor",39,2850.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,96,2,2
"48","Van der Boechorststraat 72","1081 BV","Amsterdam",8e+05,2021-05-07,"Bestaande bouw","1962",131,206,444,5,4,1,"C","garden",50,11,4.5,"West","outdoor",20,6106.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,215,0,0
"49","Van der Boechorststraat 72","1081 BV","Amsterdam",8e+05,2021-05-07,"Bestaande bouw","1962",131,206,444,5,4,1,"C","garden",50,11,4.5,"West","outdoor",20,6106.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,144,0,0
"50","Iependaal 61","3075 WG","Rotterdam",295000,2021-05-07,"Bestaande bouw","1931",94,6710,346,7,2,1,"C","garden",47,8.23,5.7,"West","outdoor",0,3138.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,336,6,1
"51","Het Rode Hert 32","3824 CE","Amersfoort",5e+05,2021-05-07,"Bestaande bouw","1996",177,200,592,8,5,1,"B","garden",98,14,7,"East","outdoor",17,2824.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,42,0,1
"52","Sint Rochusstraat 17","3811 JT","Amersfoort",339000,2021-05-07,"Bestaande bouw","1935",67,71,275,4,3,1,"C","garden",27,6.7,4,"South","outdoor",14,5059.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,42,0,1
"53","Langebakkersoord 12","3193 LX","Rotterdam",389900,2021-05-07,"Bestaande bouw","2011",127,137,430,6,5,1,"A","garden",71,12.5,5.7,"South","outdoor",6,3070.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,336,6,1
"54","Kruburg 36","5632 PH","Eindhoven",325000,2021-05-06,"Bestaande bouw","1974",134,194,459,7,4,1,"C","garden",90,10,8,"South","outdoor",13,2425.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,88,2,1
"55","Kantershof 323","1104 GS","Amsterdam",350000,2021-05-07,"Bestaande bouw","1971-1980",92,136,302,4,3,1,"D","garden",55,11,5,"South","outdoor",9,3804.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,215,0,0
"56","Kantershof 323","1104 GS","Amsterdam",350000,2021-05-07,"Bestaande bouw","1971-1980",92,136,302,4,3,1,"D","garden",55,11,5,"South","outdoor",9,3804.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,144,0,0
"57","Haarlerberg 9","3825 CD","Amersfoort",375000,2021-05-06,"Bestaande bouw","2002",116,102,448,4,3,1,"A","garden",42,8,5.3,"East","outdoor",10,3232.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,52,1,0
"58","Zilverschoon 59","3191 PJ","Rotterdam",345000,2021-05-06,"Bestaande bouw","1981",120,153,408,5,4,1,"C","garden",61,11,5.5,"West","outdoor",8,2875,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,373,5,3
"59","Platte Molendijk 59","3194 KE","Rotterdam",397500,2021-05-06,"Bestaande bouw","1995",145,240,536,5,4,1,"B","garden",88,11,8,"North","outdoor",40,2741.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,373,5,3
"60","Dr Berlagelaan 36","5622 HD","Eindhoven",4e+05,2021-05-06,"Bestaande bouw","1965",159,295,563,7,4,1,"D","garden",121,11,11,"North","outdoor",80,2515.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,88,2,1
"61","Grasplantsoen 32","5658 HE","Eindhoven",375000,2021-05-06,"Bestaande bouw","2002",127,163,457,4,2,1,"A","garden",19,5.5,3.5,"South","indoor",1,2952.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,88,2,1
"62","Dauphinélaan 28","5627 CP","Eindhoven",275000,2021-05-12,"Bestaande bouw","1982",86,159,335,4,2,1,"C","garden",84,14,6,"West","outdoor",23,3197.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,104,0,0
"63","Koning Willem III weg 2","3151 HJ","Rotterdam",5e+05,2021-05-05,"Bestaande bouw","2007",172,190,638,7,6,2,"A","garden",29,5.34,5.49,"South","outdoor",31,2907,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,347,4,1
"64","Bussele 16","5641 PA","Eindhoven",275000,2021-05-05,"Bestaande bouw","1973",102,176,407,3,2,1,"D","garden",40,8,5,"South","outdoor",12,2696.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,116,2,0
"65","Coebergerstraat 30","5624 AV","Eindhoven",295000,2021-05-04,"Bestaande bouw","1952",86,197,309,4,3,1,"D","garden",60,10.3,5.8,"South","outdoor",29,3430.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,96,1,0
"66","De Ruijterstraat 36","3814 SK","Amersfoort",385000,2021-05-04,"Bestaande bouw","1936",108,145,400,4,3,1,"C","garden",20,8,2.5,"NoGarden","outdoor",0,3564.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48,2,1
"67","Neerkanne 31","1082 BG","Amsterdam",689000,2021-05-03,"Bestaande bouw","1960",108,171,409,4,3,1,"D","garden",0,0,0,"NoGarden","outdoor",8,6379.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,297,1,0
"68","Neerkanne 31","1082 BG","Amsterdam",689000,2021-05-03,"Bestaande bouw","1960",108,171,409,4,3,1,"D","garden",0,0,0,"NoGarden","outdoor",8,6379.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,157,1,0
"69","Balearen 31","3825 ZK","Amersfoort",490000,2021-05-04,"Bestaande bouw","2007",148,170,537,7,5,1,"A","garden",65,11,5.95,"South","outdoor",11,3310.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,48,2,1
"70","Balatonmeerlaan 39","1060 RD","Amsterdam",6e+05,2021-05-04,"Bestaande bouw","1998",130,132,527,5,3,1,"A","garden",57,9.47,6,"South","outdoor",25,4615.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,247,2,0
"71","Balatonmeerlaan 39","1060 RD","Amsterdam",6e+05,2021-05-04,"Bestaande bouw","1998",130,132,527,5,3,1,"A","garden",57,9.47,6,"South","outdoor",25,4615.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,142,0,0
"72","Canopuslaan 26","5632 BL","Eindhoven",509000,2021-05-04,"Bestaande bouw","1977",190,425,711,6,5,1,"C","NoGarden",0,0,0,"NoGarden","indoor",19,2678.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,1,0
"73","Willem Weysingel 5","3195 BT","Rotterdam",325000,2021-05-03,"Bestaande bouw","1960",136,157,452,7,6,2,"E","NoGarden",0,0,0,"NoGarden","outdoor",10,2389.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,422,9,1
"74","Bergen op Zoomstraat 13","5652 KA","Eindhoven",350000,2021-05-03,"Bestaande bouw","1938",113,151,392,5,3,1,"E","garden",67,12.2,5.5,"South","outdoor",26,3097.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,152,0,0
"75","Clarapolder 15","3825 LD","Amersfoort",575000,2021-05-04,"Bestaande bouw","2005",158,274,575,5,4,2,"A","garden",119,12.5,9.5,"North","outdoor",34,3639.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,48,2,1
"76","Levylaan 14","5652 VJ","Eindhoven",350000,2021-04-30,"Bestaande bouw","1955",102,170,355,4,3,2,"C","garden",59,9.5,6.2,"South","outdoor",9,3431.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,92,0,0
"77","Linus Paulingweg 19","3069 NM","Rotterdam",8e+05,2021-04-30,"Bestaande bouw","1996",183,466,641,6,4,1,"B","garden",0,0,0,"NoGarden","indoor",28,4371.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,329,8,3
"78","Meerhovendreef 24","5658 HA","Eindhoven",615000,2021-04-30,"Bestaande bouw","2003",190,296,671,6,5,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",20,3236.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0
"79","Rodeweg 25","9715 AZ","Groningen",225000,2021-05-01,"Bestaande bouw","1915",43,43,170,2,1,1,"G","patio",7,2.51,2.6,"East","outdoor",0,5232.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,38,0,0
"80","Wethouder Seegersplein 7","1107 DM","Amsterdam",4e+05,2021-05-03,"Bestaande bouw","1987",104,131,360,4,3,1,"C","garden",0,0,0,"West","outdoor",0,3846.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,297,1,0
"81","Wethouder Seegersplein 7","1107 DM","Amsterdam",4e+05,2021-05-03,"Bestaande bouw","1987",104,131,360,4,3,1,"C","garden",0,0,0,"West","outdoor",0,3846.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,157,1,0
"82","Bosleeuwerik 48","5658 CK","Eindhoven",425000,2021-05-01,"Bestaande bouw","2008",132,96,568,5,4,1,"A","garden",14,2.38,6.14,"South","indoor",56,3219.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,109,0,0
"83","Paulinapolder 54","3825 LR","Amersfoort",589000,2021-04-30,"Bestaande bouw","2014",148,159,510,6,5,2,"A","garden",57,9.5,6,"South","outdoor",6,3979.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,43,0,0
"84","Laakboulevard 324","3825 KL","Amersfoort",985000,2021-04-30,"Bestaande bouw","2006",243,578,1005,8,4,3,"A","garden",250,10,25,"East","outdoor",31,4053.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,43,0,0
"85","Heezerweg 197","5643 KA","Eindhoven",399500,2021-04-29,"Bestaande bouw","1938",114,143,385,5,4,1,"D","garden",55,10,5.5,"North","outdoor",24,3504.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,138,2,0
