"","street","zipcode","City","price","PublishedDate","buildKind","ConstructionYear","LivingArea","LotArea","Volume","Rooms","Bedrooms","Bathrooms","EnergyLable","Garden","GardenArea","Depth","Width","GardenAim","Storage","ExStor_TOT","PricePerM2","CityAmersfoort","CityAmsterdam","CityDen.Bosch","CityDen.Haag","CityEindhoven","CityGroningen","CityHaarlem","CityMiddelburg","CityRotterdam","CityTilburg","CityUtrecht","CityZwolle","buildKindBestaande.bouw","buildKindNieuwbouw","EnergyLableA","EnergyLableB","EnergyLableC","EnergyLableD","EnergyLableE","EnergyLableF","EnergyLableG","Gardengarden","Gardenpatio","Gardenterras.balkon","GardenAimEast","GardenAimNorth","GardenAimOther","GardenAimSouth","GardenAimWest","Storageindoor","Storageoutdoor","Total_reported","Hospital_admission","Deceased"
"7476","Korte Zijlstraat 2 rood","2011 TZ","Haarlem",325000,2021-01-30,"Bestaande bouw","Voor 1906",65,213,213,2,1,1,"G","terras/balkon",11,3.61,3.06,"South","outdoor",11,5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,34,0,0
"7477","Rector Coppenserf 75","5046 AX","Tilburg",275000,2021-01-21,"Bestaande bouw","2005",85,280,280,3,2,1,"B","terras/balkon",0,0,0,"NoGarden","outdoor",14,3235.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,92,0,0
"7478","Groeseindstraat 53 02","5014 LV","Tilburg",2e+05,2021-01-09,"Bestaande bouw","2007",52,145,145,2,1,1,"A","terras/balkon",0,0,0,"NoGarden","indoor",16,3846.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,87,2,0
"7479","Vrouwe Justitiaplein 11","3511 EX","Utrecht",750000,2020-12-07,"Bestaande bouw","1999",135,435,435,4,3,1,"B","terras/balkon",0,0,0,"NoGarden","indoor",21,5555.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,89,1,0
"7480","Vrouwe Justitiaplein 11","3511 EX","Utrecht",750000,2020-12-07,"Bestaande bouw","1999",135,435,435,4,3,1,"B","terras/balkon",0,0,0,"NoGarden","indoor",21,5555.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,89,1,0
"7481","Wilhelminastraat 51","2011 VL","Haarlem",1875000,2020-05-13,"Bestaande bouw","1884",346,299,1419,11,6,1,"Unknown","garden",196,21.17,9.24,"South","outdoor",19,5419.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0
"7482","Meester Cornelisstraat 74 rood","2023 DK","Haarlem",445000,2021-05-13,"Bestaande bouw","1906-1930",86,310,310,3,2,1,"G","terras/balkon",0,0,0,"NoGarden","indoor",37,5174.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,42,0,0
"7483","Europalaan 443","5042 ZJ","Tilburg",2e+05,2021-05-12,"Bestaande bouw","1961",70,225,225,3,2,1,"E","terras/balkon",0,0,0,"NoGarden","outdoor",14,2857.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,118,1,0
"7484","Generaal Joubertstraat 78 zwart","2021 XD","Haarlem",250000,2021-05-08,"Bestaande bouw","Voor 1906",46,191,191,2,1,1,"G","NoGarden",0,0,0,"NoGarden","NoStorage",0,5434.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,1,0
"7485","Korte Geere 20 a","4331 LE","Middelburg",499000,2021-05-08,"Bestaande bouw","2020",199,614,614,6,4,1,"A","terras/balkon",0,0,0,"NoGarden","indoor",47,2507.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0
"7486","Cremerstraat 70","2032 KR","Haarlem",215000,2021-05-06,"Bestaande bouw","1956",47,153,153,2,1,1,"E","garden",52,9.26,5.61,"South","outdoor",5,4574.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,35,1,0
"7487","Straussplein 18","8031 AC","Zwolle",185000,2021-05-05,"Bestaande bouw","1970",54,155,155,2,1,1,"B","terras/balkon",0,0,0,"NoGarden","indoor",11,3425.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,1,1
"7488","Rijksstraatweg 403","2025 DB","Haarlem",290000,2021-05-05,"Bestaande bouw","1984",60,185,185,3,2,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",11,4833.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,47,0,0
"7489","Theemsstraat 60","2014 RZ","Haarlem",425000,2021-05-04,"Bestaande bouw","1939",86,300,300,3,2,1,"C","patio",22,9.6,2.3,"West","outdoor",21,4941.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,51,1,1
"7490","Professor de Moorplein 540","5037 DR","Tilburg",342500,2021-05-01,"Bestaande bouw","2009",106,338,338,3,2,1,"A","NoGarden",0,0,0,"NoGarden","indoor",19,3231.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,0,0
"7491","Zaagmolenkade 47 BIS","3515 AE","Utrecht",450000,2021-04-29,"Bestaande bouw","1903",95,344,344,4,3,1,"F","terras/balkon",0,0,0,"NoGarden","outdoor",13,4736.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,120,1,0
"7492","Ambachtstraat 14 A","2024 EB","Haarlem",5e+05,2021-04-29,"Bestaande bouw","1937",136,508,508,5,4,2,"C","terras/balkon",0,0,0,"NoGarden","outdoor",20,3676.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,35,0,0
"7493","Goese Korenmarkt 18","4331 HT","Middelburg",189000,2021-04-27,"Bestaande bouw","1898",55,160,160,1,1,1,"Unknown","NoGarden",0,0,0,"NoGarden","outdoor",0,3436.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0
"7494","Herculeslaan 112","3584 AB","Utrecht",1175000,2021-04-19,"Bestaande bouw","2004",251,833,833,4,2,2,"A","terras/balkon",15,5.1,2.86,"North","indoor",49,4681.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,168,3,1
"7495","Hoendiepstraat 12 bis","3522 GC","Utrecht",314000,2021-04-21,"Bestaande bouw","1931",78,267,267,4,3,1,"F","terras/balkon",0,0,0,"NoGarden","outdoor",4,4025.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,154,2,1
"7496","Jan Aartestraat 31","5017 EC","Tilburg",575000,2021-04-16,"Bestaande bouw","1997",121,350,350,3,2,1,"C","terras/balkon",0,0,0,"NoGarden","indoor",52,4752.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,208,0,0
"7497","Achter de Dom 14 E","3512 JP","Utrecht",1375000,2021-04-12,"Bestaande bouw","1450",183,747,747,6,3,1,"G","terras/balkon",21,4.78,4.67,"South","indoor",24,7513.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,107,1,0
"7498","Kempenaarplaats 96","5017 DX","Tilburg",390000,2021-04-02,"Bestaande bouw","2013",84,235,235,3,2,1,"Unknown","NoGarden",0,0,0,"NoGarden","outdoor",11,4642.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,1,0
"7499","Schuiffelstraat 1 c","4331 LN","Middelburg",169000,2021-04-01,"Bestaande bouw","1948",31,112,112,2,1,1,"C","NoGarden",0,0,0,"NoGarden","NoStorage",0,5451.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
"7500","Nieuwstraat 100 -100a","8011 TS","Zwolle",980000,2020-07-03,"Bestaande bouw","2006",393,1599,1599,7,4,2,"A","terras/balkon",0,0,0,"NoGarden","indoor",126,2493.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"7501","Albert van Dalsumlaan 397 +garage","3584 HJ","Utrecht",525000,2021-05-05,"Bestaande bouw","1979",109,413,413,4,3,1,"B","garden",49,9.71,5,"NoGarden","outdoor",15,4816.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,161,0,0
"7502","Jacob Cabeliaustraat 23","3554 VH","Utrecht",375000,2021-05-05,"Bestaande bouw","1938",96,103,388,3,2,1,"G","NoGarden",0,0,0,"NoGarden","outdoor",16,3906.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,161,0,0
"7503","Geert Grooteweg 4","8015 PN","Zwolle",275000,2021-05-04,"Bestaande bouw","1966",95,297,370,4,3,1,"D","garden",108,12,9,"North","outdoor",49,2894.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,42,0,0
"7504","Adriaen van Ostadelaan 72","3583 AL","Utrecht",695000,2021-05-03,"Bestaande bouw","1913",130,96,497,6,4,2,"F","NoGarden",0,0,0,"NoGarden","outdoor",0,5346.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,159,2,1
"7505","Veenendaalstraat 25","5036 WL","Tilburg",335000,2021-04-30,"Bestaande bouw","2008",118,170,425,5,4,1,"A","NoGarden",0,0,0,"NoGarden","outdoor",15,2839,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,1,0
"7506","Van Hogendorpstraat 127","5046 LC","Tilburg",225000,2021-04-29,"Bestaande bouw","1905",84,154,344,6,2,2,"F","garden",0,0,0,"NoGarden","outdoor",21,2678.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,159,0,0
"7507","Jan Ligthartplein 7","3555 WG","Utrecht",425000,2021-04-30,"Bestaande bouw","2006",129,44,466,5,3,1,"A","terras/balkon",0,0,0,"NoGarden","indoor",22,3294.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,164,1,1
"7508","Geulstraat 31","3522 XT","Utrecht",350000,2021-04-28,"Bestaande bouw","1906-1930",64,55,250,3,2,1,"F","garden",12,5.3,2.3,"North","outdoor",5,5468.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,123,3,1
"7509","Rijnenburglaan 31 A","3525 CD","Utrecht",550000,2021-04-28,"Bestaande bouw","2001",139,110,454,5,4,1,"A","garden",36,7.55,4.74,"South","outdoor",18,3956.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,123,3,1
"7510","Van Ostadestraat 21","8021 DL","Zwolle",275000,2021-04-27,"Bestaande bouw","1925",85,129,310,4,3,1,"G","garden",41,7.5,5.5,"South","outdoor",8,3235.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,13,0,1
"7511","Duunmede 16","4337 BA","Middelburg",249000,2021-04-24,"Bestaande bouw","1978",122,354,390,4,3,1,"B","garden",78,14,6,"South","outdoor",6,2041,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,17,0,0
"7512","Verwerijstraat 47","4331 TB","Middelburg",179000,2021-04-23,"Bestaande bouw","1892",55,75,218,3,2,1,"F","garden",35,12,4,"North","outdoor",3,3254.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,24,1,0
"7513","Sint Annastraat 51","5025 KA","Tilburg",275000,2021-04-23,"Bestaande bouw","1906-1930",90,128,357,3,2,1,"E","garden",77,16,4.79,"South","outdoor",5,3055.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,136,1,0
"7514","Sint Annastraat 51","5025 KA","Tilburg",275000,2021-04-23,"Bestaande bouw","1906-1930",90,128,357,3,2,1,"E","garden",77,16,4.79,"South","outdoor",5,3055.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,136,1,0
"7515","Magnoliaerf 48","5038 KP","Tilburg",365000,2021-04-23,"Bestaande bouw","1997",131,99,452,5,3,1,"B","garden",50,11,4.5,"South","outdoor",25,2786.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,136,1,0
"7516","Santpoortplein 2","5035 HE","Tilburg",259500,2021-04-23,"Bestaande bouw","2000",93,174,315,1,1,1,"B","garden",70,10,7,"South","outdoor",20,2790.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,136,1,0
"7517","Ligusterlaan 20","2015 LJ","Haarlem",675000,2021-04-20,"Bestaande bouw","1958",135,332,425,6,5,1,"F","garden",71,12.5,10.3,"East","outdoor",32,5000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,55,1,0
"7518","Howlin' Wolfstraat 58","4337 WP","Middelburg",585000,2021-04-17,"Bestaande bouw","2003",175,481,718,6,5,1,"B","garden",240,24,10,"South","outdoor",11,3342.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,23,0,0
"7519","Van Doorenstraat 27","5038 VK","Tilburg",375000,2021-04-17,"Bestaande bouw","1905",90,130,355,4,3,1,"A","garden",65,13,5,"North","outdoor",9,4166.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,125,0,0
"7520","Van Diemenstraat 68","3531 GJ","Utrecht",429000,2021-04-16,"Bestaande bouw","1920",77,68,340,3,2,1,"D","garden",0,0,0,"NoGarden","outdoor",13,5571.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,222,0,0
"7521","Statenlaan 168","4336 CN","Middelburg",179000,2021-04-15,"Bestaande bouw","1966",87,133,347,4,3,1,"C","garden",61,11,5.5,"North","outdoor",26,2057.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0
"7522","Cornelis Speelmanstraat 16","5018 GB","Tilburg",309000,2021-04-16,"Bestaande bouw","1931",97,134,336,5,3,1,"F","garden",60,14,4.78,"South","outdoor",12,3185.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,208,0,0
"7523","Kaneelhof 2","3544 AM","Utrecht",5e+05,2021-04-16,"Bestaande bouw","2004",128,123,489,5,4,2,"A","garden",59,11,5.4,"South","outdoor",17,3906.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,222,0,0
"7524","Bastertkamp 40","8014 EC","Zwolle",3e+05,2021-04-19,"Bestaande bouw","1979",111,109,391,5,4,1,"C","garden",23,4.5,5,"South","outdoor",6,2702.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,27,0,0
"7525","Dr. Kuyperlaan 38","8014 ZE","Zwolle",337500,2021-04-14,"Bestaande bouw","1963",125,175,451,5,4,1,"E","garden",70,12,5.8,"North","outdoor",8,2700,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,48,0,1
"7526","Zandweg 78 a","3454 JW","Utrecht",1475000,2021-04-14,"Bestaande bouw","1978",302,3475,1304,9,3,3,"C","garden",0,0,0,"NoGarden","outdoor",182,4884.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,98,0,1
"7527","Manderveenstraat 6","5045 LD","Tilburg",475000,2021-04-13,"Bestaande bouw","1997",162,264,624,5,4,1,"B","garden",80,11,7.25,"East","outdoor",59,2932.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,134,0,0
"7528","Leimuidenstraat 30","5045 ZB","Tilburg",255000,2021-04-13,"Bestaande bouw","1992",81,158,275,4,3,1,"A","garden",75,14,5.35,"East","outdoor",8,3148.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,134,0,0
"7529","Beeklaan 15","5032 AA","Tilburg",365000,2021-04-10,"Bestaande bouw","1982",113,210,386,6,5,1,"B","garden",69,12.5,5.5,"South","outdoor",32,3230.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,122,0,0
"7530","De Clercqstraat 129","2013 PR","Haarlem",395000,2021-04-10,"Bestaande bouw","1890",82,123,301,3,2,1,"G","garden",16,8.52,1.88,"North","outdoor",7,4817.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,55,0,0
"7531","Gilles Schoolmeesterlaan 14","2015 EM","Haarlem",560000,2021-04-11,"Bestaande bouw","1945-1959",140,155,469,8,5,2,"E","garden",36,7.81,4.65,"East","outdoor",6,4000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,49,0,0
"7532","Bijsterveldenlaan 122","5045 ZW","Tilburg",315000,2021-04-08,"Bestaande bouw","1995",113,202,466,6,3,1,"A","garden",0,0,0,"NoGarden","outdoor",37,2787.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,118,0,0
"7533","Leeuwerikstraat 29","2025 WD","Haarlem",350000,2021-04-08,"Bestaande bouw","1927",82,103,300,4,3,1,"F","garden",62,12.67,4.9,"North","outdoor",0,4268.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,53,0,0
"7534","Steve Bikostraat 158","2033 DW","Haarlem",515000,2021-04-07,"Bestaande bouw","1989",132,116,445,6,5,1,"C","garden",50,9,5.5,"South","outdoor",6,3901.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,58,0,0
"7535","Korvelseweg 74","5025 JJ","Tilburg",275000,2021-04-03,"Bestaande bouw","1906",98,120,485,6,4,1,"G","garden",45,10,4.5,"South","outdoor",31,2806.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,190,1,0
"7536","Bernard Leenestraat 11","5026 CA","Tilburg",425000,2021-04-03,"Bestaande bouw","2016",133,143,475,5,3,1,"Unknown","garden",54,9.95,5.4,"South","outdoor",5,3195.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,190,1,0
"7537","Willem II-straat 42","5038 BH","Tilburg",650000,2021-04-03,"Bestaande bouw","1888",186,100,810,8,4,2,"F","garden",25,8.93,2.8,"NoGarden","outdoor",17,3494.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,190,1,0
"7538","Gouderakstraat 11","5043 LM","Tilburg",365000,2021-04-02,"Bestaande bouw","1988",139,216,540,6,5,2,"C","garden",56,0.08,0.07,"North","outdoor",9,2625.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,119,1,0
"7539","Pieter Nieuwlandstraat 31 31 bis","3514 HB","Utrecht",8e+05,2021-04-03,"Bestaande bouw","1900",187,102,727,8,4,2,"C","terras/balkon",29,8.4,3.41,"South","outdoor",51,4278.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,118,0,1
"7540","Paus Adriaanstraat 68","5014 LR","Tilburg",309000,2021-04-01,"Bestaande bouw","1931",120,161,405,4,3,1,"F","garden",34,7.57,4.52,"South","outdoor",31,2575,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,88,1,0
"7541","Celebesstraat 6","5014 BR","Tilburg",275000,2021-04-01,"Bestaande bouw","1919",112,155,356,4,3,1,"F","garden",40,8,5,"North","outdoor",44,2455.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,88,1,0
"7542","Hannie Schaftstraat 102","2033 PN","Haarlem",5e+05,2021-04-01,"Bestaande bouw","2014",124,450,450,5,4,1,"D","garden",0,0,0,"South","outdoor",5,4032.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,38,1,0
"7543","Hannie Schaftstraat 102","2033 PN","Haarlem",5e+05,2021-04-01,"Bestaande bouw","2014",124,450,450,5,4,1,"D","garden",0,0,0,"South","outdoor",5,4032.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,38,1,0
"7544","Klaverstraat 11","5038 RB","Tilburg",189000,2021-03-31,"Bestaande bouw","1907",76,29,270,5,3,1,"G","NoGarden",0,0,0,"NoGarden","outdoor",0,2486.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,165,0,0
"7545","Kijkduinstraat 16","2014 DE","Haarlem",5e+05,2021-03-31,"Bestaande bouw","1940",108,98,373,6,5,1,"D","garden",34,6.2,5.5,"South","outdoor",4,4629.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,75,1,0
"7546","Schiphollaan 21","5042 TN","Tilburg",215000,2021-03-30,"Bestaande bouw","1959",72,91,265,3,2,1,"C","NoGarden",0,0,0,"NoGarden","outdoor",8,2986.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143,0,0
"7547","Cor Vlotlaan 4","3526 XV","Utrecht",375000,2021-03-31,"Bestaande bouw","2002",107,107,375,4,3,1,"A","garden",56,10.6,5.3,"North","outdoor",8,3504.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,159,2,1
"7548","Obistraat 50","2022 CJ","Haarlem",550000,2021-03-26,"Bestaande bouw","1932",107,118,351,6,5,1,"F","garden",45,8.84,5.14,"South","outdoor",4,5140.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,68,0,0
"7549","Silcherstraat 34","5011 AC","Tilburg",325000,2021-03-24,"Bestaande bouw","1973",142,147,535,5,4,1,"D","garden",25,0.05,0.05,"South","outdoor",17,2288.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,125,0,0
"7550","Beukendreef 21","5056 CA","Tilburg",7e+05,2021-03-19,"Bestaande bouw","1986",198,604,799,6,5,2,"C","garden",281,14,20.1,"North","outdoor",31,3535.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,102,1,0
"7551","Munnekeburenstraat 134","5045 DW","Tilburg",415000,2021-03-19,"Bestaande bouw","1999",129,272,436,4,3,1,"B","garden",105,12.5,8.75,"North","outdoor",13,3217.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,102,1,0
"7552","Bisschop van Zoesstraat 19 b","5014 PC","Tilburg",245000,2021-03-18,"Bestaande bouw","1969",114,98,390,5,4,1,"D","garden",48,0.07,0.07,"North","outdoor",6,2149.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,71,1,0
"7553","Paul Cézannehof 3","3544 KC","Utrecht",575000,2021-03-18,"Bestaande bouw","2009",146,130,500,6,5,1,"A","garden",14,3.4,4.08,"South","outdoor",0,3938.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,129,0,0
"7554","Molendijk 5","4339 AB","Amsterdam",209000,2021-03-16,"Bestaande bouw","1920",81,56,380,4,2,1,"F","garden",48,11,4.4,"North","outdoor",33,2580.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,172,3,0
"7555","Molendijk 5","4339 AB","Amsterdam",209000,2021-03-16,"Bestaande bouw","1920",81,56,380,4,2,1,"F","garden",48,11,4.4,"North","outdoor",33,2580.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,87,3,0
"7556","Bizetplantsoen 27","5049 AJ","Tilburg",550000,2021-03-12,"Bestaande bouw","1974",190,439,675,6,5,1,"C","garden",121,11,11,"South","outdoor",23,2894.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,104,0,0
"7557","Scherpenheuvelstraat 27","5017 AR","Tilburg",4e+05,2021-03-12,"Bestaande bouw","2016",95,69,368,4,1,1,"Unknown","garden",22,5.4,4.1,"East","outdoor",9,4210.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,104,0,0
"7558","Zeddamerf 39","5036 XA","Tilburg",375000,2021-03-12,"Bestaande bouw","2015",147,122,570,5,3,1,"A","garden",47,9.5,5.5,"South","outdoor",6,2551,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,104,0,0
